Plant_Code,Plant_Name,Latitude,Longitude,Name_of_Water_Source,Primary_Purpose_NAICS_Code,Sector_Name,Grid_Voltage_kV
10867,Tate&LyleDecaturPlantCogen,39.84919,-88.931944,Municipality,311,IndustrialCHP,34.5
50903,SagamorePlantCogeneration,40.4439,-86.86,Wells,311,IndustrialCHP,12.47
10671,AESShadyPointLLC,35.1931,-94.6458,PoteauRiver,22,IPPCHP,161
2527,GreenidgeGenerationLLC,42.6789,-76.9483,SenecaLake,22,IPPNon-CHP,115
3305,RockyRiver(SC),34.2572,-82.6097,LakeSecession,22,ElectricUtility,44
10678,AESWarriorRunCogenerationFacility,39.595171,-78.745333,CityOfCumberlandWaterSuppl,22,IPPCHP,138
10819,AdaCogenerationLP,42.962672,-85.494071,CityWater,22,IPPCHP,47.6
6390,Tangier,37.8277,-75.9915,Wells,22,ElectricUtility,12.47
6391,SmithIsland,37.9955,-76.038881,Wells,22,ElectricUtility,12.47
55170,GraniteRidge,42.9042,-71.4261,CityofManchesterPOTW,22,IPPNon-CHP,230
10593,AgrilectricPowerPartnersLtd,30.2012,-93.1269,Rainwater,22,IPPNon-CHP,69
1956,Adrian,43.63711,-95.932794,NA,22,ElectricUtility,4.16
52077,LostHillsCogenerationPlant,35.666111,-119.766944,NA,211,IndustrialCHP,115
50752,SouthBelridgeCogenerationFacility,35.438611,-119.7075,NA,211,IndustrialCHP,115
55185,AeraSouthBelridgeCogenFacility,35.4292,-119.6864,NA,211,IndustrialCHP,115
10673,AESHawaii,21.303419,-158.106528,Wells,22,IPPCHP,138
10677,CESPlaceritaPowerPlant,34.3801,-118.4999,Undergroundwaterwell,22,IPPNon-CHP,66
54452,AgriumKenaiNitrogenOperations,60.6732,-151.3784,Wells,325311,IndustrialCHP,24.8
55,PointA,31.361146,-86.518307,ConecuhRiver,22,ElectricUtility,46
53,Gantt,31.4033,-86.479469,ConecuhRiver,22,ElectricUtility,46
533,McWilliams,31.400255,-86.476449,ConecuhRiver,22,ElectricUtility,115
6192,Portland(FL),30.573611,-86.215833,NA,22,ElectricUtility,115
56,CharlesRLowman,31.488019,-87.910747,TombigbeeRiver,22,ElectricUtility,115
7063,McIntosh(AL),31.2546,-88.0299,Ciba,22,ElectricUtility,115
10339,SouthsideWaterReclamationPlant,35.016111,-106.669722,NA,22,IPPCHP,15
60680,ANADSolarArray,33.626728,-85.969481,NA,22,ElectricUtility,12.47
11,HNeelyHenryDam,33.7845,-86.0524,CoosaRiver,22,ElectricUtility,115
20,WeissDam,34.172142,-85.753806,CoosaRiver,22,ElectricUtility,115
15,LayDam,32.9633,-86.5187,CoosaRiver,22,ElectricUtility,115
17,MitchellDam,32.806025,-86.444892,CoosaRiver,22,ElectricUtility,115
60679,FortRuckerSolarArray,31.331148,-85.73019,NA,22,ElectricUtility,12.47
16,MartinDam,32.680394,-85.911442,TallapoosaRiver,22,ElectricUtility,115
19,ThurlowDam,32.535436,-85.887614,TallapoosaRiver,22,ElectricUtility,115
21,YatesDam,32.5743,-85.8901,TallapoosaRiver,22,ElectricUtility,115
13,JordanDam,32.6189,-86.2548,CoosaRiver,22,ElectricUtility,115
4,WalterBouldinDam,32.583889,-86.283056,CoosaRiver,22,ElectricUtility,115
7,Gadsden,34.0128,-85.9708,CoosaRiver,22,ElectricUtility,115
10,GreeneCounty,32.6017,-87.7811,BlackWarriorRiver,22,ElectricUtility,230
6001,JosephMFarley,31.2231,-85.1116,ChattahoocheeRiver,22,ElectricUtility,500
6002,JamesHMillerJr,33.6319,-87.0597,BlackWarriorRiver,22,ElectricUtility,500
7698,GeneralElectricPlastic,32.310226,-86.52542,CityWater,22,ElectricUtility,115
3,Barry,31.0069,-88.0103,MobileRiver,22,ElectricUtility,230
7721,TheodoreCogenFacility,30.525445,-88.128477,DeerRiver,22,ElectricUtility,115
6188,HarrisDam,33.258281,-85.616047,TallapoosaRiver,22,ElectricUtility,115
26,ECGaston,33.244211,-86.458056,CoosaRiver,22,ElectricUtility,230
14,LoganMartinDam,33.425878,-86.337547,CoosaRiver,22,ElectricUtility,115
2,BankheadDam,33.458665,-87.356823,BlackWarriorRiver,22,ElectricUtility,115
12,HoltDam,33.2553,-87.4495,BlackWarriorRiver,22,ElectricUtility,115
18,LewisSmithDam,33.9406,-87.1077,SipseyForkBlackWarriorRive,22,ElectricUtility,161
8,Gorgas,33.644344,-87.196486,WarriorRiver,22,ElectricUtility,230
7697,WashingtonCountyCogenerationFacility,31.2504,-88.0156,CityWater,22,ElectricUtility,115
7250,AukeBay,58.3875,-134.6446,NA,22,ElectricUtility,69
59793,IndustrialPlant,58.367635,-134.60802,Municipality,22,ElectricUtility,69
65,SalmonCreek1,58.3269,-134.4631,SalmonCreekReservoir,22,ElectricUtility,69
64,LemonCreek,58.3536,-134.4953,NA,22,ElectricUtility,69
63,GoldCreek,58.3107,-134.4174,GoldCreek,22,ElectricUtility,12
62,AnnexCreek,58.3176,-134.101,AnnexCreekLake,22,ElectricUtility,23
57085,LakeDorothyHydroelectricProject,58.2325,-134.0533,LakeDorothy,22,ElectricUtility,138
78,Snettisham,58.1415,-133.737,LongLakeAndCraterLake,22,ElectricUtility,138
69,Haines,59.235931,-135.446228,NA,22,ElectricUtility,12.47
7752,BlackBearLake,55.476472,-133.14772,BlackBearLake,22,ElectricUtility,34.5
421,Craig(AK),55.47691,-133.14869,Municipality,22,ElectricUtility,12.47
7414,ThorneBayPlant,55.68586,-132.52892,NA,22,ElectricUtility,4.16
56147,Viking,55.540708,-133.102344,NA,22,ElectricUtility,12.47
61684,KlawockPowerGenerationStation,55.553197,-133.08535,NA,22,ElectricUtility,12.47
56265,SouthFork,55.563333,-132.891111,SouthForkBlackBearCreek,22,ElectricUtility,34.5
423,Hydaburg,55.204937,-132.821435,NA,22,ElectricUtility,2.4
56146,FalseIsland,55.48918,-133.1345,NA,22,ElectricUtility,12.47
7751,GoatLakeHydro,59.5357,-135.2123,GoatLake,22,ElectricUtility,34.5
66,Skagway,59.4545,-135.3131,DeweyLake,22,ElectricUtility,2.4
56542,KasidayaCreekHydro,59.4072,-135.3408,KawidayaCreek,22,ElectricUtility,34.5
61685,SlanaGeneratingStation,62.592756,-143.588869,NA,22,ElectricUtility,12.47
7169,Northway,62.9617,-141.9372,Well,22,ElectricUtility,14.4
406,Tok,63.33552,-142.99997,Well,22,ElectricUtility,12.47
60814,7-MileRidgeWindProject,63.210689,-143.247156,NA,22,ElectricUtility,0
6566,Bethel,60.7897,-161.787778,Cooling,22,ElectricUtility,2.4
6311,Chevak,61.525297,-165.590152,NA,22,ElectricUtility,12.5
6319,HooperBay,61.530858,-166.101944,NA,22,ElectricUtility,12.5
57066,Kasigluk,60.8731,-162.5197,NA,22,ElectricUtility,13.47
6329,MountainVillage,62.085569,-163.729072,NA,22,ElectricUtility,12.5
6333,Nunapitchuk,60.89588,-162.459756,NA,22,ElectricUtility,12.5
57057,Quinhagak,59.747436,-161.910647,NA,22,ElectricUtility,13.47
6338,StMarysIC,62.051525,-163.172567,NA,22,ElectricUtility,12.5
57067,ToksookBay,60.530142,-165.108575,NA,22,ElectricUtility,13.47
57054,UpperKalskag,61.526858,-160.348128,NA,22,ElectricUtility,13.47
60245,NewStuyahok,59.448358,-157.325528,NA,22,ElectricUtility,12.5
6348,Togiak,59.059744,-160.380278,NA,22,ElectricUtility,12.5
60260,BrevigMission,65.331716,-166.479506,NA,22,ElectricUtility,12.5
57060,Elim,64.616558,-162.263717,NA,22,ElectricUtility,13.47
57062,Gambell,63.777058,-171.712439,NA,22,ElectricUtility,13.47
57059,Koyuk,64.932089,-161.167103,NA,22,ElectricUtility,13.47
57052,Savoonga,63.695267,-170.475661,NA,22,ElectricUtility,13.47
6345,Shishmaref,66.255072,-166.073589,NA,22,ElectricUtility,12.5
57061,St.Michael,63.4775,-162.0383,NA,22,ElectricUtility,13.47
57055,Stebbins,63.521047,-162.286322,NA,22,ElectricUtility,13.47
60243,Ambler,67.08798,-157.856719,NA,22,ElectricUtility,12.5
6323,Kiana,66.973889,-160.428592,NA,22,ElectricUtility,12.5
57065,Kivalina,67.726644,-164.538447,NA,22,ElectricUtility,13.47
57051,Noatak,67.570931,-162.965728,NA,22,ElectricUtility,13.47
6330,Noorvik,66.834519,-161.038717,NA,22,ElectricUtility,12.5
6341,Selawik,66.606778,-160.014808,NA,22,ElectricUtility,12.5
57063,Shungnak,66.888114,-157.140206,NA,22,ElectricUtility,13.47
57053,Alakanuk,62.6833,-164.6544,NA,22,ElectricUtility,13.47
6314,Emmonak,62.777694,-164.531517,NA,22,ElectricUtility,12.5
57064,Kotlik,63.03215,-163.553106,NA,22,ElectricUtility,13.47
60244,Marshall,61.878186,-162.085147,NA,22,ElectricUtility,12.5
57058,PilotStation,61.936456,-162.880706,NA,22,ElectricUtility,13.47
57056,ScammonBay,61.843036,-165.581497,NA,22,ElectricUtility,13.47
6637,Yakutat,59.544553,-139.724306,Municipality,22,ElectricUtility,4.16
58980,AkronWRF,41.153333,-81.568889,NA,22132,CommercialCHP,69
2113,Albany,40.245,-94.339,NA,22,ElectricUtility,13.2
7924,Albertville,34.363389,-86.223889,NA,22,ElectricUtility,161
6705,Warrick,37.915,-87.3328,OhioRiver,22,IPPCHP,138
10567,AlgonquinWindsorLocks,41.9227,-72.6255,WindsorLocksCanal,22,IPPCHP,115
1958,Alexandria,45.889167,-95.379722,LakeWinona,22,ElectricUtility,13.2
6558,DGHunter,31.3207,-92.4613,Wells,22,ElectricUtility,138
54900,Calderwood,35.4923,-83.9806,LittleTennesseeRiver,22,ElectricUtility,161
54901,Chilhowee,35.5453,-84.0503,LittleTennesseeRiver,22,ElectricUtility,161
54898,Santeetlah,35.4475,-83.863889,CheoahRiver,22,ElectricUtility,161
54899,Cheoah,35.4478,-83.9383,LittleTennesseeRiver,22,ElectricUtility,161
7966,IowaDistributedWindGenerationProject,43.034722,-94.140556,NA,22,ElectricUtility,13.8
1120,Algona,43.0733,-94.2392,Wells,22,ElectricUtility,13.8
54896,HighRockHydro,35.6008,-80.2339,YadkinRiver,22,ElectricUtility,100
54897,TuckertownHydro,35.4856,-80.1758,YadkinRiver,22,ElectricUtility,100
54894,Narrows(NC),35.4189,-80.0917,YadkinRiver,22,ElectricUtility,100
54895,FallsHydro,35.3944,-80.0753,YadkinRiver,22,ElectricUtility,100
54391,AliceFallsHydroProject,44.519153,-73.464752,AusableRiver,22,IPPNon-CHP,23
10298,BayouCogenPlant,29.6225,-95.0458,CoastalWaterAuthority,325,IndustrialCHP,138
7128,WilliamFMatsonGeneratingStation,40.432915,-78.002887,RaystownBranchJuniataRiver,22,ElectricUtility,46
56787,GeismarCogen,30.209,-90.9921,BASF/MississippiRiver,325,IndustrialCHP,138
54748,PortNechesPlant,29.97876,-93.952294,IndGasManure,325,IndustrialCHP,69
54712,AlliantSBD9201Norplex,43.0906,-91.5542,NA,22,IPPNon-CHP,0.48
54735,AlliantSBD9301PrairieFarms,42.53,-90.6847,NA,22,IPPNon-CHP,0.48
54710,AlliantSBD9205AYMcDonald,42.490556,-90.745,NA,22,IPPNon-CHP,0.48
54718,AlliantSBD9206Donaldson,43.3744,-92.1331,NA,22,IPPNon-CHP,0.48
54720,AlliantSBD8601QuadGraphics,41.7958,-92.0592,NA,22,IPPNon-CHP,4.16
54930,AlliantSBD9402Climax,40.58415,-91.42453,NA,22,IPPNon-CHP,12.47
55996,AlliantSBD0201Ingredion,41.97007,-91.66623,NA,22,IPPNon-CHP,13.8
56074,AlliantSBD9901WellsFargo,41.9244,-91.63852,NA,22,IPPNon-CHP,0.48
54717,AlliantSBD9106RockwellCR,42.0356,-91.6458,NA,22,IPPNon-CHP,13.2
54714,AlliantSBD8501AegonLI,42.02425,-91.70405,NA,22,IPPNon-CHP,0.48
54967,AlliantSBD9302AegonNP,42.0264,-91.7042,NA,22,IPPNon-CHP,0.48
54929,AlliantSBD9403AegonDC,41.9167,-91.6542,NA,22,IPPNon-CHP,0.48
56073,AlliantSBG9802Toyota,42.02771,-91.7111,NA,22,IPPNon-CHP,0.48
55315,AlliantSBD9702CedarGraphics,42.041667,-91.675,NA,22,IPPNon-CHP,0.48
56072,AlliantSBD9801AegonMartha'sWay,42.0453,-91.6969,NA,22,IPPNon-CHP,0.48
54716,AlliantSBD8602MarionSub,42.0289,-91.5975,NA,22,IPPNon-CHP,4.16
54715,AlliantSBD9107JBSUSA,42.056,-92.8971,NA,22,IPPNon-CHP,4.16
54713,AlliantSBD8603Donnelley,42.025,-93.441666,NA,22,IPPNon-CHP,0
54968,AlliantSBD9502Eaton,42.83815,-93.60325,NA,22,IPPNon-CHP,12.47
1121,AltaMunicipalUtilities,42.6736,-95.3026,Well,22,ElectricUtility,4
7990,Altamont,39.068747,-88.755547,MunicipalWaterSystem,22,ElectricUtility,69
52122,WassonCO2RemovalPlant,33.009944,-102.756945,Wells,211,IndustrialCHP,230
10504,AmalgamatedSugarTwinFalls,42.5328,-114.4328,RockCreek,311,IndustrialCHP,12
10549,AlTuri,41.40432,-74.37671,NA,22,IPPNon-CHP,12.5
50472,"CovantaNiagaraI,LLC",43.0839,-79.0056,NiagaraRiver&Municipality,22,IPPCHP,115
61850,AmanaSocietyServiceCompany,41.79323,-91.89179,NA,22,IPPNon-CHP,69
50964,AmedeeGeothermalVentureI,40.300833,-120.105,Well,22,IPPNon-CHP,60
10642,CovantaHempstead,40.7389,-73.5906,WellsAndMunicipality,22,IPPNon-CHP,69
54211,AmericanCrystalSugarMoorhead,46.9026,-96.76112,sugarbeetwaterreclaimed,311,IndustrialCHP,12.5
54213,AmericanCrystalSugarDrayton,48.593158,-97.17608,sugarbeetwaterreclaimed,311,IndustrialCHP,4.16
54212,AmericanCrystalSugarCrookston,47.76468,-96.633375,sugarbeetwaterreclaimed,311,IndustrialCHP,12.5
54214,AmericanCrystalSugarEastGrandForks,47.927202,-97.007153,sugarbeetwaterreclaimed,311,IndustrialCHP,12.5
54210,AmericanCrystalSugarHillsboro,47.437562,-97.06311,sugarbeetwaterreclaimed,311,IndustrialCHP,12.5
10152,WarriorRidgeHydro,40.540042,-78.034628,JuniataRiver,22,IPPNon-CHP,4.16
6017,Newton,38.9361,-88.2781,"LawsCreek,SandyCreek",22,IPPNon-CHP,345
861,Coffeen,39.0586,-89.4031,McDavidBranch,22,IPPNon-CHP,345
10646,CovantaSoutheasternConnecticutCompany,41.475,-72.0688,NorwichUtilities,22,IPPNon-CHP,69
10643,CovantaEssexCompany,40.7376,-74.1255,AirCooledCondensor,22,IPPNon-CHP,138
54512,DominoSugarArabiPlant,29.9468,-90.0018,MississippiRiver,311,IndustrialCHP,13.8
1122,AmesElectricServicesPowerPlant,42.0258,-93.6089,Wells-AmesAlluvialAquifer,22,ElectricUtility,69
6463,AmesGT,42.0272,-93.5828,Municipality,22,ElectricUtility,69
10151,GrantTownPowerPlant,39.561831,-80.163138,MonongahelaRiver,22,IPPNon-CHP,138
10746,CovantaDelawareValley,39.8265,-75.3882,Municipality,22,IPPNon-CHP,230
7693,AnaheimGT,33.853542,-117.856286,CitygroundwaterandMWD,22,ElectricUtility,66
57027,CanyonPowerPlant,33.858056,-117.861667,"CityofAnaheim,OCWaterDist",22,ElectricUtility,69
75,Anchorage1,61.2221,-149.8661,NA,22,ElectricUtility,115
6559,GeorgeMSullivanGenerationPlant2,61.229713,-149.716744,Municipality,22,ElectricUtility,115
77,EklutnaHydroProject,61.475211,-149.15009,EklutnaLake,22,ElectricUtility,115
10431,Anheuser-BuschJacksonville,30.43424,-81.645351,Municipality,311,IndustrialCHP,138
54913,Anheuser-BuschNewarkBrewery,40.735833,-74.173055,Municipality,311,IndustrialCHP,26.4
10430,Anheuser-BuschStLouis,38.597755,-90.210671,Municipality,311,IndustrialCHP,34.5
55211,ANPBellinghamEnergyProject,42.110577,-71.453468,None,22,IPPNon-CHP,345
55212,ANPBlackstoneEnergyProject,42.059876,-71.515811,AirCooledCondensor,22,IPPNon-CHP,345
1123,Anita,41.444224,-94.766474,NA,22,ElectricUtility,35
2214,Ansley,41.289185,-99.386336,Municipality,22,ElectricUtility,2.4
1258,Anthony,37.1517,-98.0311,Wells,22,ElectricUtility,24.9
59995,AEPMiltonNaS,38.3622,-82.1256,NA,22,ElectricUtility,34.5
3779,Reusens,37.4639,-79.1856,JamesRiver,22,ElectricUtility,34.5
3773,Byllesby2,36.7858,-80.9333,NewRiver,22,ElectricUtility,69
3772,BuckHydro,36.808229,-80.938714,NewRiver,22,ElectricUtility,13.2
3776,GlenLyn,37.3706,-80.8633,NewRiver,22,ElectricUtility,138
3936,KanawhaRiver,38.2056,-81.4211,KanawhaRiver,22,ElectricUtility,138
6560,London,38.1944,-81.3706,KanawhaRiver,22,ElectricUtility,46
6561,Marmet,38.2526,-81.5695,KanawhaRiver,22,ElectricUtility,46
3938,PhilipSporn,38.9669,-81.9231,OhioRiver,22,ElectricUtility,138
6264,Mountaineer,38.9794,-81.9344,OhioRiver,22,ElectricUtility,765
55350,DresdenEnergyFacility,40.0928,-82.0276,MuskingumRiver,22,ElectricUtility,138
3777,Leesville,37.0933,-79.4025,RoanokeRiver,22,ElectricUtility,138
3780,SmithMountain,37.0413,-79.5356,RoanokeRiver,22,ElectricUtility,138
3774,Claytor,37.075,-80.5847,NewRiver,22,ElectricUtility,138
3935,JohnEAmos,38.4731,-81.8233,KanawhaRiver,22,ElectricUtility,765
6562,Winfield,38.5274,-81.91392,KanawhaRiver,22,ElectricUtility,69
3778,Niagara,37.2544,-79.8756,RoanokeRiver,22,ElectricUtility,12
3775,ClinchRiver,36.9333,-82.1997,ClinchRiver,22,ElectricUtility,138
55276,CeredoGeneratingStation,38.3681,-82.5339,CityofKenova,22,ElectricUtility,138
55558,CombinedLocksEnergyCenter,44.2717,-88.3011,FoxRiver,322122,IndustrialCHP,138
10812,NorthIslandEnergyFacility,32.70516,-117.189665,NavyPwc,22,IPPCHP,69
10811,NavalStationEnergyFacility,32.679269,-117.122447,NavyPwc,22,IPPCHP,69
10810,NTC/MCRDEnergyFacility,32.7353,-117.2083,CityOfSanDiego,22,IPPCHP,69
10155,Brasfield,37.220833,-77.524504,AppomattoxRiver,22,IPPNon-CHP,34
4100,ArcadiaElectric,44.2524,-91.5034,Municipality,22,ElectricUtility,69
2902,Arcanum,39.9861,-84.5503,Municipality,22,ElectricUtility,12.4
10863,ArcherDanielsMidlandMankato,44.187066,-93.99242,Municipality,311,IndustrialCHP,14
55046,Mansfield,42.040141,-71.213784,Municipality,311,IndustrialCHP,12
54316,ArcherDanielsMidlandSouthport,33.9397,-77.9905,Municipality,311,IndustrialCHP,13
54312,ArcherDanielsMidlandTaylorville,39.599722,-89.3,Municipality,311,IndustrialCHP,0
10860,ArcherDanielsMidlandClinton,41.8206,-90.2097,Well,311,IndustrialCHP,69
54310,Galesburg,40.9,-90.3333,Municipality,311,IndustrialCHP,12
10862,ArcherDanielsMidlandLincoln,40.866463,-96.614486,Municipality,311,IndustrialCHP,35
10864,ArcherDanielsMidlandCedarRapids,41.9221,-91.6875,Municipality,311,IndustrialCHP,69
10865,ArcherDanielsMidlandDecatur,39.870074,-88.890756,NWTP,311,IndustrialCHP,138
55638,Walhalla,48.908944,-97.886521,Municipality,311,IndustrialCHP,4
10866,ArcherDanielsMidlandPeoria,40.677188,-89.604911,IllinoisRiver,311,IndustrialCHP,13
57046,ArcherDanielsMidlandColumbus,41.416442,-97.286328,Wells,311,IndustrialCHP,115
10861,ArcherDanielsMidlandDesMoines,41.624438,-93.584515,Municipality,311,IndustrialCHP,34
54311,ArcherDanielsMidlandLittleRock,34.7,-92.199722,Municipality,311,IndustrialCHP,34
54908,Enderlin,46.6144,-97.5765,Municipality,311,IndustrialCHP,12
10859,Valdosta,30.8,-83.2,Municipality,311,IndustrialNon-CHP,115
10857,ArcherDanielsMidlandFredonia,37.5,-95.8,Municipality,311,IndustrialNon-CHP,0
10173,CherokeeFalls,35.0642,-81.5458,BroadRiver,22,IPPNon-CHP,15
10798,FriesHydroelectricProject,36.715103,-80.985621,NewRiver,22,IPPNon-CHP,13
10787,PiedmontHydroPowerProject,34.702021,-82.462102,SaludaRiver,22,IPPNon-CHP,12.47
10801,WareShoalsHydroProject,34.404006,-82.233581,SaludaRiver,22,IPPNon-CHP,46
7810,Argyle,42.7019,-89.8697,PecatonicaRiver,22,ElectricUtility,69
54390,KamaoaWindFarm,18.992222,-155.668056,NA,22,IPPNon-CHP,0
56378,PakiniNuiWindFarm,18.9742,-155.6914,NA,22,IPPNon-CHP,69
160,ApacheStation,32.0603,-109.8931,Wells,22,ElectricUtility,230
60964,ApacheSolar1,32.068141,-109.890379,NA,22,ElectricUtility,69
60791,SunAnza,33.555267,-116.639647,NA,22,ElectricUtility,34.5
114,Douglas,31.364122,-109.5538,Municipality,22,ElectricUtility,69
61913,PunkinCenterBatteryStorage,33.87581,-111.31356,NA,22,ElectricUtility,20.78
55455,RedHawk,33.334562,-112.840641,Municipality,22,ElectricUtility,500
59444,SR85,33.145,-112.66,NA,22,ElectricUtility,12
59020,GilaBend,32.940833,-112.881389,NA,22,ElectricUtility,12.47
57561,CottonCenterSolar,33.034722,-112.661667,NA,22,ElectricUtility,12.5
57562,PalomaSolar,33.021111,-112.661389,NA,22,ElectricUtility,12.5
57324,LukeSolar,33.526111,-112.37944,NA,22,ElectricUtility,12.5
117,WestPhoenix,33.4417,-112.1583,Wells,22,ElectricUtility,230
60467,RedRock,32.551026,-111.289232,NA,22,ElectricUtility,115
116,Ocotillo,33.4225,-111.9122,Wells,22,ElectricUtility,69
6008,PaloVerde,33.3881,-112.8617,PhoenixAreaSewageEffluent,22,ElectricUtility,500
113,Cholla,34.9394,-110.3033,LakeWells,22,ElectricUtility,500
55522,Sundance,32.9285,-111.5899,Municipality,22,ElectricUtility,230
118,Saguaro,32.5517,-111.3,Wells,22,ElectricUtility,115
2442,FourCorners,36.69,-108.4814,SANJUANRIVER/MORGANLAKE,22,ElectricUtility,500
112,Childs,34.351111,-111.700556,FossilCreek/NaturalSpring,22,ElectricUtility,0
115,Irving,34.402222,-111.617222,FossilCreek/NaturalSpring,22,ElectricUtility,0
57560,ChinoSolarValley,34.71843,-112.42899,NA,22,ElectricUtility,69
56228,PrescottAirport,34.6584,-112.4008,NA,22,ElectricUtility,69
58383,HyderII,33.027,-113.3489,NA,22,ElectricUtility,12.47
57563,HyderSolar,33.02566,-113.34397,NA,22,ElectricUtility,12.5
57997,FoothillsSolarPlant,32.64856,-114.428741,NA,22,ElectricUtility,69
120,Yucca,32.7214,-114.7106,Wells,22,ElectricUtility,69
7135,Whillock,35.127591,-92.790273,ArkansasRiver,22,ElectricUtility,161
7040,EllisHydro,35.351361,-94.294349,ArkansasRiver,22,ElectricUtility,69
7246,Dam2,33.986501,-91.315788,ArkansasRiver,22,ElectricUtility,115
201,ThomasFitzhugh,35.462382,-93.804926,ArkansasRiver,22,ElectricUtility,161
7825,Fulton(AR),33.6094,-93.7924,NA,22,ElectricUtility,115
55714,MagnetCove,34.4297,-92.8317,OuachitaRiver,22,ElectricUtility,500
203,McClellan(AR),33.5648,-92.7917,OuachitaRiver,22,ElectricUtility,115
55221,HarryL.Oswald,34.5923,-92.2166,Municipality,22,ElectricUtility,500
56489,ElkinsGeneratingCenter,35.9714,-94.0014,NA,22,ElectricUtility,69
202,CarlBailey,35.260102,-91.363426,WhiteRiver,22,ElectricUtility,161
166,Carpenter,34.4425,-93.0262,LakeHamilton,22,ElectricUtility,115
170,LakeCatherine,34.4341,-92.9049,LakeCatherine,22,ElectricUtility,115
55418,HotSpringGeneratingFacility,34.29759,-92.868344,OuachitaRiver,22,ElectricUtility,500
174,Remmel,34.4272,-92.8941,LakeCatherine,22,ElectricUtility,115
6641,IndependenceSteamElectricStation,35.678442,-91.408761,WhiteRiver,22,ElectricUtility,161
6009,WhiteBluff,34.4228,-92.1406,ArkansasRiver,22,ElectricUtility,500
169,HarveyCouch,33.3592,-93.4649,Wells,22,ElectricUtility,115
173,RobertERitchie,34.4629,-90.5987,MississippiRiver,22,ElectricUtility,230
8055,ArkansasNuclearOne,35.311,-93.2351,LakeDardenelle,22,ElectricUtility,500
171,Mabelvale,34.635997,-92.409602,AirCooledCondensor,22,ElectricUtility,115
167,CecilLynch,34.7535,-92.1987,ArkansasRiver,22,ElectricUtility,115
168,HamiltonMoses,34.9806,-90.8722,L'AnquilleRiver,22,ElectricUtility,161
55380,UnionPowerStation,33.296146,-92.589364,OuachitaRiver,22,ElectricUtility,500
50216,WatsonCogeneration,33.816647,-118.244841,DominquezWater,32411,IndustrialCHP,220
2216,Arnold,41.421928,-100.19561,MunicipalityWells,22,ElectricUtility,216
54877,AtlantaGiftMartLP,33.7611,-84.3892,NA,53,CommercialNon-CHP,480
1259,Ashland,37.193787,-99.763073,NA,22,ElectricUtility,34.5
10568,PortArthurTexasRefinery,29.964938,-93.891283,Municipality,32411,IndustrialCHP,230
7458,Basalt,39.363056,-106.821944,FryingpanRiver,22,ElectricUtility,25
56566,CastleCreekHydroplant,39.195,-106.835,CastleandMaroonCreeks,22,ElectricUtility,25
7604,StFrancisEnergyFacility,36.5852,-90.1779,McNainyAquifer,22,ElectricUtility,161
7848,Holden,38.7538,-93.9983,PublicWaterSupplyDistrict2,22,ElectricUtility,161
7757,Chouteau,36.222058,-95.277064,NeoshoRiver,22,ElectricUtility,161
55340,DellPowerStation,35.8619,-90.0253,Wells,22,ElectricUtility,500
2167,NewMadrid,36.5147,-89.5617,MississippiRiver,22,ElectricUtility,345
7754,Nodaway,40.2877,-94.7913,Wells,22,ElectricUtility,161
6563,Unionville,40.459344,-93.021833,NA,22,ElectricUtility,69
2168,ThomasHill,39.5522,-92.6381,ThomasHillLake,22,ElectricUtility,161
7749,Essex,36.868206,-89.840173,Wells,22,ElectricUtility,161
1124,Atlantic,41.409,-95,Municipality,22,ElectricUtility,161
79,AuroraEnergyLLCChena,64.847743,-147.735063,ChenaRiver,22,IPPCHP,12.5
55557,WilmingtonHydrogenPlant,33.7803,-118.24,L.A.Dept.ofWaterandPower,325188,IndustrialCHP,34.5
10639,NewOrleans,30,-90,WellWater,325188,IndustrialCHP,69
2215,Auburn,40.3883,-95.8464,Wells(MunicipalWells),22,ElectricUtility,69
6791,AugustaElectricPlantNo2,37.686085,-96.964982,Municipality,22,ElectricUtility,12.47
1261,AugustaElectricPlantNo1,37.678454,-96.97193,Municipality,22,ElectricUtility,4.16
54801,AvalonHydropower,36.423715,-79.952494,MayoRiver,22131,CommercialNon-CHP,12.47
56373,DomainIntegratedEnergySystem,30.397419,-97.724992,CityofAustin,22,ElectricUtility,12.47
7900,SandHill,30.2098,-97.6129,ColoradoRiver/SARegWWTP,22,ElectricUtility,138
3549,HollyStreet,30.25,-97.716667,ColoradoRiver,22,ElectricUtility,69
61742,SystemControlCenter,30.219946,-97.708808,NA,22,ElectricUtility,12.7
56374,RobertMuellerEnergyCenter,30.304994,-97.707675,Municipality,22,ElectricUtility,12.47
61741,KingsberryEnergyStorageSystem,30.266028,-97.686139,NA,22,ElectricUtility,12.47
3548,DeckerCreek,30.3033,-97.6128,LakeWalterE.Long,22,ElectricUtility,138
50200,BBraunMedical,33.688721,-117.834793,NA,339,IndustrialCHP,12
55144,HaysEnergyProject,29.7806,-97.9894,GBRA/CityofSanMarcos,22,IPPNon-CHP,345
8020,BaldwinCityPlantNo2,38.764905,-95.192006,Municipality,22,ElectricUtility,34.5
1262,BaldwinCityPlantNo1,38.7745,-95.1867,Municipality,22,ElectricUtility,34.5
1125,Bancroft,43.292628,-94.217075,NA,22,ElectricUtility,12.5
1466,BarHarbor,44.3817,-68.2869,On-SiteWell,22,ElectricUtility,34.5
