Plant_Code,Plant_Name,Latitude,Longitude,Name_of_Water_Source,Primary_Purpose_NAICS_Code,Sector_Name,Grid_Voltage_kV
729,Yonah,34.681477,-83.342642,TugaloRiver,22,ElectricUtility,115
10469,BearCanyonPowerPlant,38.762968,-122.692915,Wells,22,IPPNon-CHP,230
50066,CalistogaPowerPlant,38.7879,-122.7434,Wells,22,IPPNon-CHP,230
510,SonomaCaliforniaGeothermal,38.7903,-122.7559,Wells,22,IPPNon-CHP,230
10199,WestFordFlatPowerPlant,38.7881,-122.7219,Wells,22,IPPNon-CHP,230
52158,AidlinGeothermalPowerPlant,38.8339,-122.881,Wells,22,IPPNon-CHP,115
286,GeysersUnit5-20,38.777,-122.745,Wells,22,IPPNon-CHP,230
10610,Georgia-PacificMonticelloPaper,31.6285,-90.0809,PearlRiver,32213,IndustrialCHP,13.8
50479,Georgia-PacificBigIsland,37.534,-79.357,JamesRiver,32213,IndustrialCHP,69
52175,CITGORefineryPowerhouse,30.1826,-93.3234,CalcasieuRiver,32411,IndustrialCHP,230
54101,Georgia-PacificCedarSprings,31.166,-85.0951,ChattahoocheeRiver,32213,IndustrialCHP,115
55507,GilaBendPowerGenerationStation,32.985977,-112.811009,Wells,22,IPPNon-CHP,9
55051,AxiallPlaquemine,30.2586,-91.185,Well,325188,IndustrialCHP,34.5
10113,JohnBRichMemorialPowerStation,40.7903,-76.1983,MineShaft,22,IPPCHP,69
54225,GilletteSBMC,42.3436,-71.0559,FortPointChannel,332,IndustrialCHP,13.8
1279,Girard,37.507709,-94.839318,Municipality,22,ElectricUtility,69
57180,BuckeyeGeothermalPowerPlant,38.8242,-122.84,Wells,22,IPPNon-CHP,230
55845,FourMileHill,41.6014,-121.625,GeothermalResource,22,IPPNon-CHP,230
55846,TelephoneFlat,41.5633,-121.5708,GeothermalResource,22,IPPNon-CHP,230
57181,WildHorsePowerPlant,38.8417,-122.83,Wells,22,IPPNon-CHP,230
1975,Glencoe,44.7709,-94.1582,Municipality,22,ElectricUtility,115
60974,GlendaleBatteryEnergyStorageSystem,34.162327,-118.283684,NA,22,ElectricUtility,69
377,Grayson,34.1556,-118.2782,Municipality,22,ElectricUtility,230
55969,HawkeyeEnergyGreenportLLC,41.10603,-72.376155,Municipality,22,IPPNon-CHP,69
57865,AntelopeStation,33.865,-101.843333,NA,22,ElectricUtility,230
58835,ElkStation,33.865,-101.843333,NA,22,ElectricUtility,345
57866,GoldenSpreadPanhandleWndRch,35.243611,-102.21,NA,22,ElectricUtility,230
55065,MustangStation,32.9728,-102.7417,Wells,22,ElectricUtility,230
56326,MustangStationUnit4,32.974554,-102.743607,Wells,22,ElectricUtility,230
6288,Healy,63.8542,-148.95,NenanaRiver,22,ElectricUtility,138
57935,EvaCreekWind,64.058333,-148.9,NA,22,ElectricUtility,138
6286,Fairbanks,64.854171,-147.719351,NA,22,ElectricUtility,69
57583,BatteryEnergyStorageSystem,64.8167,-147.725,NA,22,ElectricUtility,138
6285,NorthPole,64.7356,-147.3481,Municipality,22,ElectricUtility,138
56325,DeltaPower,64.028056,-145.719444,NA,22,ElectricUtility,138
7394,GonzalesHydroPlant,29.497166,-97.45516,Municipality,22,ElectricUtility,350
1280,Goodland,39.341622,-101.705188,Municipality,22,ElectricUtility,115
54321,GoodyearBeaumontChemicalPlant,29.9728,-94.2142,LowerN.RiverValleyAuth.,325,IndustrialCHP,69
1141,Gowrie,42.282807,-94.288965,MunicipalityWells,22,ElectricUtility,34.5
1142,Graettinger,43.2397,-94.7498,Municipality,22,ElectricUtility,69
2811,Grafton,48.430028,-97.403328,Municipality,22,ElectricUtility,69
10698,GraphicPackaging,42.306809,-85.578969,KalamazooRiver,32213,IndustrialCHP,46
1825,JBSims,43.0706,-86.235,GrandRiver,22,ElectricUtility,69
1826,GrandHavenDieselPlant,43.0598,-86.2379,GrandRiver,22,ElectricUtility,13.4
1143,GrandJunction,42.0296,-94.3699,Municipality,22,ElectricUtility,35.5
1976,GrandMarais,47.750278,-90.357222,LakeSuperior,22,ElectricUtility,69
165,GREC,36.190278,-95.2894,GrandNeosho,22,ElectricUtility,161
2981,Pensacola,36.4675,-95.041389,GrandNeosho,22,ElectricUtility,69
2980,Markham,36.2317,-95.1822,GrandNeosho,22,ElectricUtility,161
2982,Salina,36.264685,-95.103558,LakeHudson,22,ElectricUtility,161
1977,GraniteFalls,44.811685,-95.53455,MinnesotaRiver,22,ElectricUtility,69
7977,GraniteFalls2,44.8047,-95.557,Municipality,22,ElectricUtility,69
55734,GrayCountyWindEnergy,37.613256,-100.378197,NA,22,IPPNon-CHP,115
54785,GraysFerryCogeneration,39.942219,-75.188069,Sch.River,22,IPPCHP,230
6824,StBonifacius,44.905026,-93.820761,NA,22,ElectricUtility,115
2038,CambridgeCT,45.601,-93.2081,NA,22,ElectricUtility,69
7925,LakefieldJunction,43.798439,-94.841451,NA,22,ElectricUtility,345
6030,CoalCreek,47.377743,-101.157058,MissouriRiver,22,ElectricUtility,230
2824,Stanton,47.286643,-101.331908,MissouriRiver,22,ElectricUtility,230
7843,PleasantValley(MN),43.799446,-92.682874,NA,22,ElectricUtility,161
6741,RockLakeCT,45.805443,-92.97176,NA,22,ElectricUtility,69
2039,ElkRiver,45.296797,-93.558447,River,22,ElectricUtility,230
56786,SpiritwoodStation,46.926423,-98.499713,JamestownPOTW,22,ElectricUtility,115
60652,DickinsonSolarArray,45.11444,-93.813799,NA,22,ElectricUtility,12.47
2042,MapleLake,45.229073,-94.009673,NA,22,ElectricUtility,69
54639,BerlinGorham,44.3889,-71.1645,AndroscogginRiver,22,IPPNon-CHP,22
54134,GreatLakesHydroAmerica-ME,45.647179,-68.704368,WestBranchPenobscotRiver,22,IPPNon-CHP,115
55146,GreenCountryEnergyLLC,35.9833,-95.9346,Municipality,22,IPPNon-CHP,345
3716,LowerMiddlebury,44.0249,-73.1768,OtterCreek,22,ElectricUtility,46
6451,Beldens,44.0525,-73.1762,OtterCreek,22,ElectricUtility,46
60562,GMPSolar-Panton,44.085795,-73.195385,NA,22,ElectricUtility,12.47
3724,Salisbury,43.8954,-73.1007,LeicesterRiver,22,ElectricUtility,46
3725,SilverLake(VT),43.898584,-73.053125,SuckerBrook,22,ElectricUtility,46
6519,Vergennes9,44.1664,-73.2575,OtterCreek,22,ElectricUtility,34.5
3728,Weybridge,44.0661,-73.2158,OtterCreek,22,ElectricUtility,46
50713,HuntingtonFalls,44.0703,-73.1961,OtterCreek,22,ElectricUtility,46
7381,SearsburgWindTurbine,42.8625,-72.9628,NA,22,ElectricUtility,34.5
788,EastBarnet,44.326335,-72.035894,PassumpsicRiver,22,ElectricUtility,46
3743,WestDanville15,44.4056,-72.1881,JoesBrook,22,ElectricUtility,34.5
3735,Colchester16,44.4906,-73.1703,NA,22,ElectricUtility,34.5
3737,EssexJunction19,44.4821,-73.1164,WinooskiRiver,22,ElectricUtility,34.5
3711,ClarkFalls,44.6356,-73.12,LamoilleRiver,22,ElectricUtility,34.5
3720,Peterson,44.6381,-73.1625,LamoilleRiver,22,ElectricUtility,34.5
3717,Milton,44.641433,-73.113364,LamoilleRiver,22,ElectricUtility,34.5
60547,GMPSolar-Richmond,44.42691,-73.008489,NA,22,ElectricUtility,12.47
6475,Gorge18,44.489997,-73.169312,WinooskiRiver,22,ElectricUtility,34.5
60875,GMPSolar-Williston,44.465485,-73.103241,NA,22,ElectricUtility,12.47
3712,FairfaxFalls,44.6534,-72.9961,LamoilleRiver,22,ElectricUtility,34.5
3709,Smith(VT),43.9921,-72.1282,WaitsRiver,22,ElectricUtility,46
60877,GMPSolar-Williamstown,44.136051,-72.510509,NA,22,ElectricUtility,12.47
57979,KingdomCommunityWind,44.748333,-72.425278,NA,22,ElectricUtility,46
3722,Pittsford,43.694,-72.955,ChittendenReservoir,22,ElectricUtility,46
6450,Proctor,43.662775,-73.034023,OtterCreek,22,ElectricUtility,46
60518,StaffordHillSolar,43.619444,-72.950277,NA,22,ElectricUtility,12.4
3723,Rutland,43.603,-72.9923,OtterCreek,22,ElectricUtility,46
3714,Glen,43.6368,-72.9758,EastCreek,22,ElectricUtility,46
6456,CarverFalls,43.6262,-73.3073,PoultneyRiver,22,ElectricUtility,46
3734,Berlin5,44.251,-72.6027,Well,22,ElectricUtility,34.5
7056,BoltonFalls,44.359381,-72.81673,WinooskiRiver,22,ElectricUtility,34.5
3739,Marshfield6,44.3606,-72.3356,MarshfieldDam,22,ElectricUtility,34.5
3740,Middlesex2,44.292391,-72.6824,WinooskiRiver,22,ElectricUtility,34.5
6520,Waterbury22,44.38126,-72.76769,WaterburyReservoir,22,ElectricUtility,34.5
3710,Cavendish,43.381225,-72.598242,BlackRiver,22,ElectricUtility,46
60874,GMPSolar-Hartford,43.632074,-72.418566,NA,22,ElectricUtility,12.47
3708,Ascutney,43.4011,-72.4203,Well,22,ElectricUtility,46
1144,Greenfield,41.303889,-94.460556,Municipality,22,ElectricUtility,4.16
7856,North,41.3164,-94.455,Municipality,22,ElectricUtility,12.47
2681,Greenport,41.1055,-72.3758,Municipality,22,ElectricUtility,4.16
4195,PowerlanePlant,33.1707,-96.1264,No4Resevoir,22,ElectricUtility,69
2063,Wright,33.516583,-90.183337,Municipality,22,ElectricUtility,115
2062,Henderson,33.517315,-90.209661,Municipality,22,ElectricUtility,115
55086,GregoryPowerFacility,27.88929,-97.258417,SanPatricioMunicipality,22,IPPCHP,345
55698,HanfordEnergyParkPeaker,36.270072,-119.648055,Wells,22,IPPNon-CHP,115
55807,HenriettaPeaker,36.2397,-119.9044,WestlandIrrigationDistrict,22,IPPNon-CHP,70
55933,TracyCombinedCyclePowerPlant,37.7107,-121.4906,Delta-Mendota,22,IPPNon-CHP,115
10115,GrossmontHospital,32.77973,-117.006397,NA,622,CommercialCHP,12
1145,GrundyCenterCityLightPlant,42.363094,-92.772322,Well,22,ElectricUtility,4.16
791,Canyon,29.87056,-98.194733,CanyonLake,22,ElectricUtility,138
3583,H4,29.495193,-97.624948,GuadalupeRiver,22,ElectricUtility,12
3584,H5,29.4681,-97.4919,GuadalupeRiver,22,ElectricUtility,12
3581,AbbottTP3,29.593951,-98.040734,GuadalupeRiver,22,ElectricUtility,12
3582,DunlapTP1,29.640187,-98.045934,GuadalupeRiver,22,ElectricUtility,34.5
3586,TP4,29.548136,-97.999587,GuadalupeRiver,22,ElectricUtility,12
3585,Nolte,29.537565,-97.932106,GuadalupeRiver,22,ElectricUtility,12
643,LansingSmith,30.2686,-85.7003,NorthBay,22,ElectricUtility,230
641,Crist,30.5661,-87.2244,EscambiaRiver,22,ElectricUtility,230
57502,Perdido,30.57,-87.39,NA,22,ElectricUtility,12
642,Scholz,30.6692,-84.8869,ApalachicolaRiver,22,ElectricUtility,115
7715,PeaRidge,30.59208,-87.135391,Well,22,ElectricUtility,115
7174,GwitchyaaZhee,66.566287,-145.253052,YukonRiver,22,ElectricUtility,4.16
50461,Cheboygan,45.637537,-84.481387,CheboyganRiver,322122,IndustrialNon-CHP,2.3
10030,NRGEnergyCenterDover,39.149549,-75.547335,Wells,22,IPPCHP,69
55328,HermistonPowerPartnership,45.794046,-119.313323,Municipality,22,IPPNon-CHP,500
8105,Halstad,47.350064,-96.831911,Wells,22,ElectricUtility,4.16
2917,Hamilton(OH),39.4098,-84.5543,GreatMiamiRiver,22,ElectricUtility,69
7807,HamiltonHydro,39.4128,-84.5558,GreatMiamiRiver,22,ElectricUtility,13.8
4258,GreenupHydro,38.6472,-82.8594,OhioRiver,22,ElectricUtility,138
52140,InternationalPaperPrattvilleMill,32.4187,-86.4718,AlabamaRiver,32213,IndustrialCHP,110
55233,HandsomeLakeEnergyLLC,41.2908,-79.8061,Wells,22,IPPNon-CHP,345
1146,Harlan,41.644542,-95.315283,NA,22,ElectricUtility,240
52061,HartfordHospitalCogeneration,41.7631,-72.6733,"CoolingTower,MDC",622,CommercialCHP,23
57179,HSCoCHP,41.7614,-72.6686,CTRiverNPDES,622,CommercialCHP,23
10118,HarrisburgFacility,40.244242,-76.853872,HarrisburgPOTW,22,IPPCHP,67
56006,HarrisonburgPowerPlant,38.4319,-78.8642,CityMain,22,ElectricUtility,23
56004,MountClinton,38.4681,-78.865,NA,22,ElectricUtility,23
56005,PleasantValley(VA),38.4006,-78.8983,NA,22,ElectricUtility,23
1827,Hart,43.704076,-86.366256,Wells,22,ElectricUtility,4
2243,DonHenry,40.583155,-98.420055,NA,22,ElectricUtility,115
2244,NorthDenver,40.598839,-98.38863,Wells,22,ElectricUtility,115
60,WhelanEnergyCenter,40.580872,-98.312437,Wells,22,ElectricUtility,115
54285,HastingsCityHydroelectric,44.760249,-92.867743,MississippiRiver,22,IPPNon-CHP,12.47
771,Puueo,19.7264,-155.0908,WailukuRiver,22,ElectricUtility,13.8
6478,Shipman,19.7239,-155.069,PacificOcean,22,ElectricUtility,13.8
769,Kanoelehua,19.7052,-155.0625,NA,22,ElectricUtility,69
772,WHHill,19.7041,-155.0607,Wells,22,ElectricUtility,69
774,WaiauHydro,19.7203,-155.1189,WailukuRiver,22,ElectricUtility,13.8
8083,Keahole,19.7317,-156.0283,Wells,22,ElectricUtility,69
768,Waimea,20.0252,-155.6955,NA,22,ElectricUtility,69
7769,LalamiloWindfarm,20.023333,-155.746667,NA,22,ElectricUtility,12.7
7130,Puna,19.6316,-155.0313,PunaWell,22,ElectricUtility,13.8
55816,HawkeyePowerPartnersLLC,43.047222,-93.4775,NA,22,IPPNon-CHP,230
50541,HarborCogen,33.7771,-118.2303,Municipality,22,IPPNon-CHP,220
10737,SpragueHydro,42.50136,-120.98944,NorthForkSpragueRiver,22,IPPNon-CHP,12
54306,WilsonLakeHydroelectricProject,42.628889,-114.174722,IrrigationCanal,22,IPPNon-CHP,12.46
54558,HazeltonBHydro,42.6051,-114.093,IrrigationCanal,22,IPPNon-CHP,12.46
159,LakeCreekDam,40.493631,-111.312506,LakeCreek,22,ElectricUtility,12.47
7111,HeberCity,40.50368,-111.425246,Municipality,22,ElectricUtility,46
3658,SnakeCreek,40.544942,-111.502911,SnakeCreek,22,ElectricUtility,12.47
54731,HendricksRegionalHealth,39.761513,-86.501588,Municiplaity,622,CommercialNon-CHP,69
10120,PInovaInc,31.164772,-81.478724,"FloridanAquifer,Wells",325,IndustrialCHP,12.5
1283,Herington,38.6658,-96.9492,Municipality,22,ElectricUtility,34.5
54761,HermistonGeneratingPlant,45.8042,-119.37,ColumbiaRiver,22,IPPCHP,230
50350,ForksofButteHydroProject,39.869284,-121.631865,ButteCreek,22,IPPNon-CHP,60
1979,Hibbing,47.4294,-92.935,Wells,22,ElectricUtility,22.9
56075,HighWindsLLC,38.1381,-121.8053,NA,22,IPPNon-CHP,230
2131,Higginsville,39.073315,-93.714748,Municipality,22,ElectricUtility,12.47
946,Highland,38.7412,-89.6849,Municipality,22,ElectricUtility,13.2
56114,IMEAHighland,38.7417,-89.6847,Municipality,22,ElectricUtility,13.2
10121,HighShoalsHydro(GA),33.816547,-83.504932,River,22,IPPNon-CHP,4
1285,HillCity,39.3582,-99.8417,Wells-Municipality,22,ElectricUtility,34.5
56098,Hillsboro,47.396944,-97.060555,NA,22,ElectricUtility,4.16
1829,Hillsdale,41.9061,-84.6319,BawBeeseLake,22,ElectricUtility,46
50858,HillsboroughCountyResourceRecovery,27.954901,-82.340469,Municipality,22,IPPNon-CHP,69
10346,HillmanPowerLLC,45.0688,-83.8932,VillageOfHillman,22,IPPNon-CHP,138
52034,BungeOil,41.15461,-87.85478,NA,311,IndustrialCHP,4.16
54790,CSLBehringLLC,41.1603,-87.8542,Municipality,325,IndustrialCHP,12.5
51035,HofstraUniversity,40.7139,-73.6003,Municipality,611,CommercialCHP,13.2
10739,HogeLumber,40.488484,-84.3183,Wells,321,IndustrialCHP,13.5
1286,Hoisington,38.513,-98.7747,Municipality,22,ElectricUtility,34.5
54523,HofferPlastics,41.998889,-88.302222,Wells,326,IndustrialNon-CHP,34
7268,491E48thStreet,42.7553,-86.0853,NA,22,ElectricUtility,138
1830,JamesDeYoung,42.7956,-86.1133,LakeMacatawa,22,ElectricUtility,138
59093,HollandEnergyPark,42.7925,-86.092222,Municipality,22,ElectricUtility,138
6356,SixthStreetGasTurbine,42.792645,-86.103583,NA,22,ElectricUtility,138
10853,CenterFalls,43.096677,-73.460172,BattenKill,322,IndustrialNon-CHP,34.5
502,Holly,38.032717,-102.073659,Municipality,22,ElectricUtility,24.9
1287,Holton,39.4735,-95.73155,Municipality,22,ElectricUtility,34.5
1630,CobbleMountain,42.117112,-72.864663,CobbleMountainReservoir,22,ElectricUtility,69
9864,CabotHolyoke,42.2,-72.61,ConnecticutRiver,22,ElectricUtility,4.8
54981,HarrisEnergyRealty,42.205236,-72.592862,ConnecticutRiver,22,ElectricUtility,13.8
1604,Chemical,42.1919,-72.6097,ConnecticutRiver,22,ElectricUtility,13.8
1605,HadleyFalls,42.2119,-72.6036,ConnecticutRiver,22,ElectricUtility,34.5
1603,Boatlock,42.2086,-72.6014,ConnecticutRiver,22,ElectricUtility,13.8
1607,RiversideHolyoke,42.200592,-72.594432,ConnecticutRiver,22,ElectricUtility,13.8
55988,Wabuska,39.164129,-119.180068,CooledGeothermalWaters,22,IPPNon-CHP,24.9
10128,GosselinHydroPlant,40.37,-123.4347,MadRiver,22131,CommercialNon-CHP,12
665,GWIvey,25.4756,-80.47,Wells,22,ElectricUtility,13.2
56800,HullWindII,42.261111,-70.856389,NA,22,ElectricUtility,13.8
8108,Hopkinton,42.343542,-91.2471,Municipality,22,ElectricUtility,34.5
54524,HorseshoeBendHydroelectricCo,43.904085,-116.244193,PayetteRiver,22,IPPNon-CHP,69
1439,Houma,29.5806,-90.7225,Municipality,22,ElectricUtility,115
54707,HunterdonCogenFacility,40.627823,-74.935979,SpruceRunReservoir,92,CommercialCHP,12.4
9038,CherryStreet,42.388611,-71.56,Wells,22,ElectricUtility,4.16
1289,Hugoton1,37.175,-101.3458,Municipality,22,ElectricUtility,13.2
7011,Hugoton2,37.16424,-101.340133,Municipality,22,ElectricUtility,13.2
10137,DeweysMill,43.6411,-72.4061,OttaugvecheeRiver,22,IPPNon-CHP,12.47
50656,HuntingtonResourceRecoveryFacility,40.8814,-73.2906,SuffolkCountyWaterAuthority,22,IPPNon-CHP,69
57899,HurricaneCityPower,37.185556,-113.2975,NA,22,ElectricUtility,7.2
6358,HutchinsonPlant#2,44.888881,-94.349348,Municipality,22,ElectricUtility,69
1980,HutchinsonPlant#1,44.895741,-94.368433,Municipality,22,ElectricUtility,13.8
3868,MeyersFalls,48.5953,-118.0603,ColvilleRiver,22,IPPNon-CHP,13.8
55853,InlandEmpireEnergyCenter,33.738839,-117.170369,EasternMuniWaterDistrict,22,IPPNon-CHP,500
841,CityPowerPlant,43.491398,-112.04541,SnakeRiver,22,ElectricUtility,46
843,LowerNo2,43.468398,-112.062602,SnakeRiver,22,ElectricUtility,46
7012,LowerNo1,43.468679,-112.062499,SnakeRiver,22,ElectricUtility,46
844,UpperPowerPlant,43.552695,-112.050953,SnakeRiver,22,ElectricUtility,46
790,GemState,43.420221,-112.101852,SnakeRiver,22,ElectricUtility,161
7183,Newhalen,59.899054,-154.698735,TaziminaRiver,22,ElectricUtility,2.5
819,SwanFalls,43.2435,-116.3791,SnakeRiver,22,ElectricUtility,138
3014,Oxbow(OR),44.971643,-116.835042,SnakeRiver,22,ElectricUtility,230
7190,MilnerHydro,42.526786,-114.036889,SnakeRiver,22,ElectricUtility,138
7953,EvanderAndrewsPowerComplex,43.179176,-115.734315,NA,22,ElectricUtility,138
55733,BennettMountain,43.147153,-115.666637,NA,22,ElectricUtility,230
810,Bliss,42.913786,-115.070986,SnakeRiver,22,ElectricUtility,138
814,ClearLake,42.66701,-114.78012,ClearLakeOutlet,22,ElectricUtility,46
815,LowerMalad,42.865783,-114.906172,BigWoodMaladRiver,22,ElectricUtility,138
823,UpperMalad,42.864267,-114.885542,BigWoodMaladRiver,22,ElectricUtility,46
816,LowerSalmon,42.841608,-114.903611,SnakeRiver,22,ElectricUtility,138
820,ThousandSprings,42.740542,-114.836722,ThousandSprings,22,ElectricUtility,46
818,ShoshoneFalls,42.5975,-114.4033,SnakeRiver,22,ElectricUtility,46
817,SalmonDiesel,45.183368,-113.885307,NA,22,ElectricUtility,69
812,CJStrike,42.944869,-115.977858,SnakeRiver,22,ElectricUtility,138
57028,LangleyGulchPowerPlant,43.904444,-116.819722,SnakeRiverPlainAquiferWell,22,ElectricUtility,230
809,AmericanFalls,42.7778,-112.8764,SnakeRiver,22,ElectricUtility,138
7079,UpperSalmonB,42.766397,-114.908236,SnakeRiver,22,ElectricUtility,138
822,UpperSalmonA,42.767422,-114.924692,SnakeRiver,22,ElectricUtility,138
821,TwinFalls(ID),42.5892,-114.3553,SnakeRiver,22,ElectricUtility,138
813,CascadeDam,44.5256,-116.0483,NForkOfThePayetteRiver,22,ElectricUtility,69
3013,HellsCanyon,45.2439,-116.7008,SnakeRiver,22,ElectricUtility,230
811,Brownlee,44.8367,-116.8975,SnakeRiver,22,ElectricUtility,230
55768,AvonEnergyPartnersLLC,41.6742,-87.5786,NA,22,IPPNon-CHP,12.47
55761,DevonshirePowerPartnersLLC,41.645,-87.6011,NA,22,IPPNon-CHP,34.5
55774,MorrisGencoLLC,41.377628,-88.401212,NA,22,IPPNon-CHP,34.5
55773,CountysideGencoLLC,42.321111,-88.031944,NA,22,IPPNon-CHP,12.47
55763,Dixon/LeeEnergyPartnersLLC,41.737507,-89.384821,NA,22,IPPNon-CHP,12.47
55760,StreatorEnergyPartnersLLC,41.0919,-88.8519,NA,22,IPPNon-CHP,12.47
55759,RoxanaResourceRecovery,38.8311,-90.0119,NA,22,IPPNon-CHP,12.47
55764,UpperRockEnergyPartnersLLC,41.5367,-90.3761,NA,22,IPPNon-CHP,13.2
55762,BrickyardEnergyPartnersLLC,40.1003,-87.6111,NA,22,IPPNon-CHP,12.47
55767,RivesideResourceRecoveryLLC,41.685,-88.05,NA,22,IPPNon-CHP,12.47
56376,PikeCountyWindPower,39.6189,-90.8461,NA,22,ElectricUtility,12.47
54656,InternationalPaperRiegelwoodMill,34.3533,-78.2137,CapeFearRiver,32213,IndustrialCHP,13.8
7824,Rockwood,32.9553,-115.5364,Municipality,22,ElectricUtility,33
383,Brawley,32.968889,-115.534444,Municipality,22,ElectricUtility,92
314,Drop5,32.673097,-115.392026,CanalFiltered,22,ElectricUtility,35
389,ElCentro,32.802222,-115.54,DogwoodCanal,22,ElectricUtility,92
586,EastHighline,32.699451,-115.28245,CanalFiltered,22,ElectricUtility,35
387,Drop4,32.705341,-115.219067,Well&CanalFiltered,22,ElectricUtility,92
585,Drop1,32.711611,-114.942666,Well&CanalFiltered,22,ElectricUtility,35
385,Drop2(CA),32.705435,-115.030975,CanalFiltered,22,ElectricUtility,92
386,Drop3(CA),32.705428,-115.126103,Well&CanalFiltered,22,ElectricUtility,92
56569,NilandGasTurbinePlant,33.238842,-115.504456,Municipality,22,ElectricUtility,92
388,PilotKnob,32.736642,-114.713858,CanalFiltered,22,ElectricUtility,92
6060,Coachella,33.6758,-116.1714,Municipality,22,ElectricUtility,92
50989,IngersollMillingMachine,42.298938,-89.075925,Municipality,333,IndustrialCHP,12.3
2171,MissouriCity,39.231534,-94.307979,MissouriRiver,22,ElectricUtility,13.8
2135,StationH,39.1067,-94.3804,NA,22,ElectricUtility,13.8
2134,JacksonSquare,39.094574,-94.411522,NA,22,ElectricUtility,13.8
2132,BlueValley,39.0919,-94.3261,Wells,22,ElectricUtility,13.8
2136,StationI,39.055954,-94.392957,NA,22,ElectricUtility,13.8
60252,IMPAWashingtonSolarPark,38.653455,-87.209215,NA,22,ElectricUtility,12.47
60251,IMPAHuntingburgSolarPark,38.319623,-86.968074,NA,22,ElectricUtility,12.47
61053,GreenfieldSolarPark,39.793847,-85.816507,NA,22,ElectricUtility,12.47
59480,IMPARensselaerSolarPark,40.946111,-87.136389,NA,22,ElectricUtility,12.42
61799,RensselaerSolarSite2,40.949786,-87.14817,NA,22,ElectricUtility,12.47
61054,IMPAAndersonSolarPark2,40.138307,-85.690907,NA,22,ElectricUtility,13.2
60253,IMPAAndersonSolarPark,40.051556,-85.737129,NA,22,ElectricUtility,13.2
7336,Anderson,40.0529,-85.7389,NA,22,ElectricUtility,138
59479,IMPAFranktonSolarPark,40.216389,-85.774722,NA,22,ElectricUtility,12.42
59770,IMPAPendletonSolarPark,39.988564,-85.770858,NA,22,ElectricUtility,12.47
59481,IMPAPeruSolarPark,40.767778,-86.045556,NA,22,ElectricUtility,12.42
59483,IMPACrawfordsvilleSolarPark,40.053056,-86.887222,NA,22,ElectricUtility,13.8
59482,IMPATellCitySolarPark,37.946111,-86.7375,NA,22,ElectricUtility,13.8
7335,Richmond,39.839572,-84.965682,NA,22,ElectricUtility,69
59478,IMPARichmondSolarPark,39.801111,-84.895,NA,22,ElectricUtility,13.8
61729,RichmondSolarSite2,39.833452,-84.816212,NA,22,ElectricUtility,13.8
50451,IndeckYerkesEnergyCenter,42.9671,-78.9182,Municipality,22,IPPCHP,115
50450,IndeckOswegoEnergyCenter,43.471745,-76.493474,Municipality,22,IPPCHP,115
50449,IndeckSilverSpringsEnergyCenter,42.6544,-78.0772,Wells,22,IPPCHP,115
54076,IndeckOleanEnergyCenter,42.085944,-78.45425,Wells,22,IPPCHP,115
50458,IndeckCorinthEnergyCenter,43.25,-73.8125,HudsonRiver,22,IPPCHP,115
56539,Clark-FloydLandfillGasGenerating,38.4564,-85.8375,NA,22,ElectricUtility,12
59986,HenryvilleSolarRES,38.5955,-85.7773,NA,22,ElectricUtility,12.47
59988,DecaturCo.SolarRES(IN),39.337893,-85.506398,NA,22,ElectricUtility,12.47
59982,ScotlandSolarRES,38.9099,-86.9473,NA,22,ElectricUtility,12.47
55148,WorthingtonGenerationLLC,39.0708,-87.0128,Wells,22,ElectricUtility,138
59984,LanesvilleSolarRES,38.2717,-85.9864,NA,22,ElectricUtility,12.47
59981,NewCastleSolarRES,39.854126,-85.403423,NA,22,ElectricUtility,12.47
59989,JacksonCo.SolarRES,38.881719,-86.032969,NA,22,ElectricUtility,12.47
59990,JohnsonCo.SolarRES,39.518026,-86.068353,NA,22,ElectricUtility,12.47
7948,LawrenceCountyStation,38.8003,-86.4511,Wells,22,ElectricUtility,161
59987,SpringMillSolarRES,38.709545,-86.469676,NA,22,ElectricUtility,12.47
55054,LivingstonGeneratingFacility,40.9314,-88.6548,NA,22,ElectricUtility,35
59985,EllettsvilleSolarRES,39.25482,-86.656796,NA,22,ElectricUtility,12.47
59792,OrchardHillsRenewableEnergyStation,42.1424,-89.079,NA,22,ElectricUtility,34.5
1043,FrankERatts,38.5201,-87.2662,WhiteRiver,22,ElectricUtility,161
59791,CabinCreekRenewableEnergyStation,40.0785,-85.1098,NA,22,ElectricUtility,69
59983,NewHavenSolarRES,38.1941,-86.9889,NA,22,ElectricUtility,12.47
59255,OspreyPointRES,39.059167,-87.506111,NA,22,ElectricUtility,12
6213,Merom,39.0694,-87.5108,TurtleCreekReservoir,22,ElectricUtility,345
983,CliftyCreek,38.7378,-85.4206,OhioRiver,22,ElectricUtility,345
990,HardingStreet,39.711319,-86.196867,WestforkofWhiteRiver,22,ElectricUtility,138
7759,Georgetown,39.902556,-86.24405,NA,22,ElectricUtility,138
991,EagleValley(IN),39.48517,-86.4183,WestforkofWhiteRiver,22,ElectricUtility,138
994,AESPetersburg,38.5281,-87.2525,WhiteRiver,22,ElectricUtility,345
1150,Indianola,41.359491,-93.563268,Municipality,22,ElectricUtility,69
56116,IMEAFlora,38.6658,-88.4625,Municipality,22,ElectricUtility,4.16
50537,SRIInternationalCogenProject,37.455314,-122.172797,"Calaveras,HetchHetchy",561,CommercialCHP,12
